t_s,x,y,yaw,goal_x,goal_y,wp_idx,wp_change,d_wp,abs_dtheta,omega,cum_Sw,cum_Zw
374.659425536,8.460124969482422,0.729573667049408,-2.6188180897029016,-61.0,-22.0,12,0,73.08448864062703,0.20652524883704748,0.0,134.1936340047374,16
374.770771712,8.544111251831055,0.7255498766899109,-2.618953761414494,-61.0,-22.0,12,0,73.16306463650204,0.20679885907363937,-4.25496670126646e-05,134.19363637360874,16
374.850407424,8.614917755126953,0.7212986350059509,-2.6264976901032955,-61.0,-22.0,12,0,73.22905288008451,0.19961045218001505,-0.009999942044011393,134.19403624409756,17
374.963089408,8.685190200805664,0.717280924320221,-2.641715689644041,-61.0,-22.0,12,0,73.29461498580196,0.1847420465741152,-0.19399848436952724,134.20552971780813,17
375.074679296,8.774986267089844,0.7124244570732117,-2.6473860680524735,-61.0,-22.0,12,0,73.37849094449159,0.1795138839723882,-0.5644327457397451,134.24784634581994,17
375.186739968,8.856229782104492,0.7089394927024841,-2.6441751122446577,-61.0,-22.0,12,0,73.45467154819634,0.1831122986525502,-0.8808937615544112,134.32882847565332,17
375.311251712,8.953557968139648,0.7046658396720886,-2.662223541117182,-61.0,-22.0,12,0,73.54591846794115,0.16552825815407557,-0.9160057308237987,134.4406960204477,17
375.399438336,9.049345016479492,0.7003936171531677,-2.6624715218991275,-61.0,-22.0,12,0,73.63571557071656,0.16573704435694214,-0.9186279773712158,134.52159109694884,17
375.50626816,9.156045913696289,0.6941775679588318,-2.6671371090181224,-61.0,-22.0,12,0,73.73531361383573,0.16159775892306483,-0.5818903099997841,134.60174114922313,17
375.610674944,9.231836318969727,0.6908393502235413,-2.691445809321818,-61.0,-22.0,12,0,73.80640231817432,0.1376481448892024,-0.1592832464232019,134.6404329229291,17
375.708398336,9.302238464355469,0.6876875758171082,-2.7067674592647673,-61.0,-22.0,12,0,73.87242990884344,0.12266008859034017,-0.026336179638719485,134.64950260289703,17
375.810469888,9.372516632080078,0.6846663355827332,-2.71991847199238,-61.0,-22.0,12,0,73.93838775554352,0.10983987892557279,-0.01174832980282252,134.65144627538996,17
375.96296576,9.456558227539062,0.6817988753318787,-2.716190384207575,-61.0,-22.0,12,0,74.01750196738342,0.11395319385725111,-0.007281073834747076,134.65289722814063,17
376.074041856,9.525371551513672,0.6795408129692078,-2.708184758985823,-61.0,-22.0,12,0,74.08231640524066,0.12227247649386941,-0.007281073834747076,134.65370598139688,17
376.173810688,9.606727600097656,0.6779558062553406,-2.703975883837889,-61.0,-22.0,12,0,74.15928574322209,0.12683754742619158,-0.007722050465347981,134.65445440349077,17
376.258135552,9.674638748168945,0.6761898398399353,-2.6980715517685976,-61.0,-22.0,12,0,74.22340700774011,0.13304432641167363,-0.18361558678276235,134.66252166361028,17
376.372339968,9.751689910888672,0.674189031124115,-2.702457554658557,-61.0,-22.0,12,0,74.29616728651415,0.12900080756220245,-0.7356471988307545,134.71501359840104,17
376.47545344,9.811058044433594,0.6725355982780457,-2.710821862092759,-61.0,-22.0,12,0,74.35220112294813,0.1209013598913029,-0.8274638133948438,134.79560250019708,17
376.609938432,9.86782455444336,0.6709452271461487,-2.715107598456953,-61.0,-22.0,12,0,74.4057814593169,0.1168686237961909,-0.8325336575508118,134.9072248734971,17
376.709952,9.933113098144531,0.6690022349357605,-2.7142495071023762,-61.0,-22.0,12,0,74.46737672378211,0.11801870325206609,-0.8325336575508118,134.99048953506886,17
376.803008256,9.986307144165039,0.6663520932197571,-2.710012922754614,-61.0,-22.0,12,0,74.51724175772708,0.12250647029289485,-0.8325336575508118,135.06796200023453,17
376.9104896,10.038022994995117,0.663688600063324,-2.694746537662065,-61.0,-22.0,12,0,74.56569916522002,0.13801784743679502,-0.8325336575508118,135.15744383667334,17
377.010032128,10.087806701660156,0.6616198420524597,-2.6693734649722147,-61.0,-22.0,12,0,74.61250079925149,0.1636201347011581,-0.8325336575508118,135.240316341591,17
377.11050752,10.140762329101562,0.6593286395072937,-2.6571258447213433,-61.0,-22.0,12,0,74.66226114416112,0.1761124149719584,-0.8325336575508118,135.32396548718665,17
377.219192832,10.17837142944336,0.6578270792961121,-2.6650881897637793,-61.0,-22.0,12,0,74.69764177872742,0.16832202668035467,-0.7506707113146496,135.41000101758158,17
377.322675968,10.213510513305664,0.6557595133781433,-2.66148771320212,-61.0,-22.0,12,0,74.73049925403095,0.17209149442944494,-0.3315406904011286,135.46599633241385,17
377.4190464,10.255720138549805,0.6554362177848816,-2.6392250715140166,-61.0,-22.0,12,0,74.77062553357068,0.19452940028192778,-0.04590417623687482,135.48418359484089,17
377.55516288,10.328540802001953,0.6529743075370789,-2.623773857714461,-61.0,-22.0,12,0,74.83928098212056,0.21030679008624809,-0.008382724521201678,135.48787826576154,17
377.675083008,10.394512176513672,0.6508607268333435,-2.6086710786842824,-61.0,-22.0,12,0,74.90152108327814,0.2257030637560704,-0.0052893394604325294,135.48869804359288,17
377.792037376,10.475212097167969,0.6490172743797302,-2.6095223440217215,-61.0,-22.0,12,0,74.97788959306801,0.22520072109566058,-0.004100723657757044,135.4892471480416,17
377.873604864,10.557016372680664,0.6473597884178162,-2.607350394560508,-61.0,-22.0,12,0,75.05537620681234,0.22772296071294829,-0.004100723657757044,135.48958163376935,17
