t_s,x,y,yaw,goal_x,goal_y,d_wp,abs_dtheta,omega,cum_Sw,cum_Zw
32.140450048,22.501707077026367,0.6688811182975769,-3.1159240270094806,-28.0,-16.0,53.18151949154624,0.29313817738405223,0.6557826998654874,50.40407306409482,5
32.251420672,22.342134475708008,0.6603068709373474,-3.1249302963897456,-28.0,-16.0,53.027316815053645,0.30293410100399454,5.0,50.717885931801064,5
32.347861504,22.17487907409668,0.6575967669487,-3.123154524570043,-28.0,-16.0,52.86770299673029,0.3021036326122597,5.0,51.20009009180106,5
32.451372544,21.996145248413086,0.6544439196586609,-3.1211385441517105,-28.0,-16.0,52.697106580660325,0.3010995359212276,4.254698125941959,51.679071805752216,5
32.56356992,21.78047752380371,0.6348041892051697,-3.11943369411798,-28.0,-16.0,52.486309194980784,0.30033829832765724,0.313499700004149,51.93534171031224,5
32.679298816,21.632368087768555,0.6274555325508118,-3.1151099861853377,-28.0,-16.0,52.34352146623974,0.2967782267272656,0.0,51.953482197401144,5
32.781498112,21.477598190307617,0.6177460551261902,-3.113599467242343,-28.0,-16.0,52.19369891695926,0.29603327290277814,0.0,51.953482197401144,5
32.919466496,21.35162925720215,0.6096860766410828,-3.112775714658096,-28.0,-16.0,52.07172920025698,0.29583301042117993,0.0,51.953482197401144,5
33.02040576,21.22768211364746,0.6052479147911072,-3.113896332195469,-28.0,-16.0,51.952853093877344,0.29763366708132066,0.015251040950779459,51.954251911825544,5
33.108309504,21.081716537475586,0.599101722240448,-3.119625949383865,-28.0,-16.0,51.81259572971026,0.3041513154726432,4.5967735607671365,52.15695902678109,5
33.214856704,20.954214096069336,0.5906636118888855,-3.1282639736839024,-28.0,-16.0,51.68912068169324,0.31342495418913296,5.0,52.66821370274798,5
33.324347648,20.79551124572754,0.587683379650116,-3.1248901569583722,-28.0,-16.0,51.53788080272067,0.31098474851035807,1.0213792108161805,52.9978569497351,5
33.469019648,20.645063400268555,0.5796700119972229,-3.1246865912641195,-28.0,-16.0,51.39287548797856,0.3115757541354993,0.0,53.0717394363287,5
33.578486272,20.527013778686523,0.5688056349754333,-3.1210091983979917,-28.0,-16.0,51.2776402191679,0.3084405092660183,0.0,53.0717394363287,5
33.657986048,20.3934383392334,0.5612289309501648,-3.122018483575725,-28.0,-16.0,51.148794492114135,0.3101534387272533,0.0,53.0717394363287,5
33.758126592,20.28119468688965,0.5578400492668152,-3.118932422589816,-28.0,-16.0,51.04151082687938,0.30771658511024746,0.0,53.0717394363287,5
33.858933504,20.169721603393555,0.5545937418937683,-3.116742276514945,-28.0,-16.0,50.93502383731246,0.3061761111778907,0.0,53.0717394363287,5
33.979277056,20.058462142944336,0.5502130389213562,-3.1165229673975916,-28.0,-16.0,50.8283910347209,0.3065867257701176,0.0,53.0717394363287,5
34.113952768,19.92399024963379,0.5450345873832703,-3.115227426867073,-28.0,-16.0,50.69957604304698,0.30605823499845153,0.0,53.0717394363287,5
34.24292736,19.792272567749023,0.5437349677085876,-3.1181829337610956,-28.0,-16.0,50.574662469183124,0.3098393646718316,0.0,53.0717394363287,5
34.36342784,19.659269332885742,0.539897620677948,-3.1201045494377935,-28.0,-16.0,50.44773698241628,0.3125515239368224,0.0,53.0717394363287,5
34.445338368,19.547513961791992,0.5364066958427429,-3.120657854820154,-28.0,-16.0,50.34102532087638,0.31376715948249156,0.0,53.0717394363287,5
34.55561344,19.413755416870117,0.5321510434150696,-3.1213152595027323,-28.0,-16.0,50.21330720887711,0.3152195434621783,0.0,53.0717394363287,5
34.666098688,19.28047752380371,0.5282875895500183,-3.121428292846948,-28.0,-16.0,50.086204143673946,0.3161358350468575,0.0,53.0717394363287,5
34.78078592,19.14741325378418,0.5249482989311218,-3.121810539756753,-28.0,-16.0,49.95950853246507,0.31733391381625875,0.0,53.0717394363287,5
34.91314816,19.036584854125977,0.522014319896698,-3.1221889509872387,-28.0,-16.0,49.85395944081337,0.3183921011120887,0.0,53.0717394363287,5
35.016486656,18.926429748535156,0.5191981196403503,-3.1226050658890196,-28.0,-16.0,49.74910768506441,0.31948861546797414,0.0,53.0717394363287,5
35.119947776,18.814163208007812,0.5183951258659363,-3.118592893628661,-28.0,-16.0,49.642957752336066,0.3162121102997246,0.0,53.0717394363287,5
35.219981568,18.681730270385742,0.5151645541191101,-3.117943452995591,-28.0,-16.0,49.517013250868445,0.3163910674119035,0.0,53.0717394363287,5
35.320173568,18.548656463623047,0.5115815997123718,-3.117163487437008,-28.0,-16.0,49.390381102926874,0.3164413374905437,0.0,53.0717394363287,5
35.469777664,18.438467025756836,0.5099851489067078,-3.117482697048159,-28.0,-16.0,49.286010482888805,0.31747743564387676,0.0,53.0717394363287,5
35.570440192,18.32701873779297,0.5071086287498474,-3.1158781879668545,-28.0,-16.0,49.180049821174116,0.3165769311271922,0.0,53.0717394363287,5
35.662959104,18.195798873901367,0.504581868648529,-3.120078410937105,-28.0,-16.0,49.05561187322882,0.3216264617660447,0.0,53.0717394363287,5
35.755191296,18.084280014038086,0.50490802526474,-3.1163062552255694,-28.0,-16.0,48.950718619185956,0.3186270681595609,0.0,53.0717394363287,5
35.873285376,17.940567016601562,0.5526239275932312,-3.07873343133891,-28.0,-16.0,48.831598956978574,0.28296649191851,0.0,53.0717394363287,5
35.97900416,17.82463836669922,0.5972146391868591,-3.0570825412963214,-28.0,-16.0,48.73771655728242,0.262982638316998,0.0,53.0717394363287,5
36.07560064,17.710575103759766,0.6409727931022644,-3.0405267679688945,-28.0,-16.0,48.64543813984238,0.2480711305033858,0.0,53.0717394363287,5
36.176534272,17.599302291870117,0.6798807978630066,-3.0250564286219594,-28.0,-16.0,48.55424587959605,0.23413774493044093,0.0,53.0717394363287,5
36.32839808,17.47179412841797,0.7318393588066101,-3.0174568400037587,-28.0,-16.0,48.452435538227974,0.22844929818030169,0.0,53.0717394363287,5
36.430268928,17.351285934448242,0.7676853537559509,-3.0296408015529175,-28.0,-16.0,48.35177771324075,0.242189673852097,0.0,53.0717394363287,5
36.528432896,17.24066925048828,0.7993916869163513,-3.013759294352426,-28.0,-16.0,48.259068736171336,0.22771928057325352,0.0,53.0717394363287,5
36.630173696,17.09409523010254,0.8438612818717957,-2.9743091051629977,-28.0,-16.0,48.13723182220283,0.1901950835126094,0.0,53.0717394363287,5
36.764428544,16.957141876220703,0.8712014555931091,-2.9115995698432298,-28.0,-16.0,48.01855937274508,0.12901690657485476,0.0,53.0717394363287,5
36.87456256,16.808074951171875,0.9338303208351135,-2.8911141114708703,-28.0,-16.0,47.90112932034767,0.11084893766269888,0.0,53.0717394363287,5
36.974343168,16.694908142089844,0.9995734095573425,-2.8964696064692546,-28.0,-16.0,47.81861886270638,0.11832712756184094,0.0,53.0717394363287,5
37.0771904,16.5607852935791,1.0768275260925293,-2.9025275536114843,-28.0,-16.0,47.72087199891015,0.12689736132469953,0.0,53.0717394363287,5
37.181881344,16.455631256103516,1.117985486984253,-2.9113533798305675,-28.0,-16.0,47.63747030973886,0.1373198652242067,0.0,53.0717394363287,5
37.327950848,16.350461959838867,1.150022268295288,-2.971599293045057,-28.0,-16.0,47.55088579463204,0.19898927188144322,0.0,53.0717394363287,5
37.396034304,16.259891510009766,1.0741517543792725,-3.0475954674070036,-28.0,-16.0,47.439062539318876,0.2741823467472817,0.0,53.0717394363287,5
37.528232704,16.205543518066406,0.948178231716156,-3.1374255270022275,-28.0,-16.0,47.343118012037195,0.36194303338838596,0.0,53.0717394363287,5
37.619894272,16.089305877685547,0.7787536978721619,-3.101961932903699,-28.0,-16.0,47.17407623292666,0.3240080627292281,0.0,53.0717394363287,5
37.72333952,15.961496353149414,0.7403184771537781,-3.009691448320405,-44.0,10.4,60.73459057268409,0.29162694776853115,0.0,53.0717394363287,5
37.863638272,15.894777297973633,0.7040073275566101,-3.020150859242398,-44.0,10.4,60.67451377207677,0.281933269273523,0.0,53.0717394363287,5
37.972833024,15.865957260131836,0.6216909289360046,-3.069670889909332,-44.0,10.4,60.659279314554865,0.23382875340607967,-0.10832399902388408,53.077653642433226,6
38.046006528,15.856893539428711,0.5955197215080261,-3.1186413435898097,-44.0,10.4,60.654559084390684,0.18530822483965892,-4.469781835670512,53.24515166523693,6
38.150710016,15.818389892578125,0.5829169154167175,-3.1089862603345737,-44.0,10.4,60.61860184489662,0.19527115044667376,-5.0,53.7409112596338,6
38.275052288,15.761507034301758,0.5676917433738708,-3.088013546887477,-44.0,10.4,60.56494042483833,0.21664403392840192,-5.0,54.3626226196338,6
38.377284352,15.720914840698242,0.5526143908500671,-3.0869583739897837,-44.0,10.4,60.527338226170365,0.21805387647881957,-5.0,54.87378293963379,6
38.479068928,15.688425064086914,0.5346443057060242,-3.1047733556443387,-44.0,10.4,60.49820930908664,0.20061934460294673,-5.0,55.38270581963379,6
38.619360512,15.618368148803711,0.5085853934288025,-3.1059619248531023,-44.0,10.4,60.43335092186584,0.2000452405665225,-5.0,56.08416373963381,6
38.726429184,15.565649032592773,0.48868316411972046,-3.104589462790568,-44.0,10.4,60.38460686379621,0.20188574616584454,-5.0,56.61950709963379,6
38.821371904,15.512527465820312,0.4671716094017029,-3.107809958644117,-44.0,10.4,60.33574400972522,0.19916145693025022,-5.0,57.09422069963382,6
38.955139072,15.425500869750977,0.44195741415023804,-3.085306389123114,-44.0,10.4,60.25406845817444,0.22231555534125746,-5.0,57.763056539633816,6
39.05965568,15.349296569824219,0.4127845764160156,-3.0853082187103165,-44.0,10.4,60.18374760057754,0.22300105046492824,-5.0,58.2856395796338,6
39.159062528,15.29151725769043,0.38429075479507446,-3.1011818364216364,-44.0,10.4,60.13150963017215,0.20775417514427197,-5.0,58.78267381963381,6
